hhid,loginc,college,jchoice
3899,11.088,1,89
3900,11.675,1,147
3901,11.024,1,92
3902,10.637,1,39
3903,10.914,0,34
3904,10.746,1,123
3905,10.963,0,64
3906,12.268,1,195
3907,9.9442,0,57
3908,11.354,1,190
3909,11.092,1,70
3910,10.215,0,40
3911,11.103,1,159
3912,11.241,1,22
3913,10.702,0,25
3914,10.873,0,93
3915,10.8,0,1
3916,11.939,0,111
3917,11.234,0,94
3918,11.087,1,42
3919,11.162,1,37
3920,11.685,1,174
3921,11.486,1,191
3922,11.229,0,188
3923,9.5493,1,19
3924,11.023,1,38
3925,11.269,0,125
3926,11.824,0,191
3927,11.07,0,135
3928,11.22,1,137
3929,11.115,1,132
3930,12.848,1,161
3931,11.489,1,188
3932,11.395,0,162
3933,11.809,1,179
3934,11.143,0,128
3935,11.466,1,125
3936,12.544,0,178
3937,11,1,144
3938,11.009,1,32
3939,11.261,1,159
3940,11.128,0,86
3941,10.688,0,137
3942,10.5,1,48
3943,11.639,0,153
3944,10.76,0,17
3945,11.082,1,172
3946,11.741,1,159
3947,11.563,0,177
3948,11.797,1,124
3949,10.723,1,100
3950,10.317,1,28
3951,11.293,1,186
3952,11.033,1,31
3953,11.666,0,171
3954,11.075,0,84
3955,11.217,0,72
3956,11.516,0,106
3957,11.476,0,187
3958,10.78,0,46
3959,10.342,0,2
3960,12.075,1,176
3961,11.408,1,140
3962,11.666,1,160
3963,10.5,0,8
3964,11.958,1,162
3965,10.928,0,79
3966,11.671,0,159
3967,11.642,0,173
3968,10.435,0,18
3969,11.33,1,101
3970,11.462,1,150
3971,10.393,0,89
3972,10.377,1,38
3973,11.561,1,109
3974,10.335,0,4
3975,10.52,0,13
3976,12.149,0,199
3977,11.623,0,119
3978,11.399,0,111
3979,11.086,1,116
3980,10.977,0,81
3981,10.718,1,80
3982,11.207,1,34
3983,11.01,1,99
3984,11.802,0,74
3985,10.797,0,38
3986,9.2434,0,71
3987,11.286,1,150
3988,10.822,0,64
3989,11.305,1,110
3990,9.9824,0,16
3991,10.65,0,3
3992,11.413,1,145
3993,10.755,0,22
3994,11.455,1,175
3995,11.463,1,192
3996,10.47,1,10
3997,11.092,0,94
3998,11.02,0,96
3999,10.894,1,181
4000,11.888,1,171
4001,11.857,0,194
4002,11.084,1,137
4003,10.821,1,44
4004,11.843,0,180
4005,10.807,1,15
4006,11.155,0,164
4007,11.829,0,183
4008,11.877,1,192
4009,11.015,0,116
4010,11.368,0,164
4011,10.961,1,16
4012,11.304,0,101
4013,11.53,1,191
4014,11.518,1,138
4015,10.864,1,108
4016,12.742,1,154
4017,11.694,1,105
4018,11.866,1,200
4019,11.052,1,163
4020,11.146,0,59
4021,10.673,0,60
4022,10.432,0,89
4023,11.39,0,176
4024,10.675,1,67
4025,11.048,0,135
4026,11.529,0,104
4027,11.622,1,138
4028,11.026,0,3
4029,11.131,0,163
4030,11.143,1,90
4031,11.461,1,156
4032,10.409,0,6
4033,11.585,1,155
4034,10.248,1,4
4035,10.503,1,29
4036,11.168,0,124
4037,10.686,1,27
4038,10.296,0,58
4039,11.09,0,124
4040,11.779,1,159
4041,11.269,0,104
4042,10.959,0,74
4043,11.928,0,195
4044,11.024,0,12
4045,11.648,1,107
4046,11.154,1,92
4047,11.198,0,136
4048,11.014,1,62
4049,12.319,1,195
4050,11.163,1,151
4051,10.95,0,53
4052,10.952,0,116
4053,11.32,1,145
4054,10.902,1,133
4055,10.54,0,2
4056,11.684,0,88
4057,11.164,0,35
4058,11.289,0,133
4059,11.835,0,117
4060,11.07,0,11
4061,11.47,1,112
4062,10.38,0,109
4063,10.706,0,48
4064,11.174,1,155
4065,10.9,0,46
4066,11.272,1,157
4067,10.929,1,132
4068,11.119,1,135
4069,11.692,1,194
4070,11.586,0,118
4071,11.758,1,170
4072,10.62,0,28
4073,11.239,0,102
4074,11.65,0,112
4075,10.774,1,33
4076,11.469,0,114
4077,11.513,0,196
4078,11.113,1,71
4079,11.253,0,62
4080,11.14,1,125
4081,10.675,1,4
4082,11.542,1,95
4083,11.48,0,122
4084,11.382,1,39
4085,10.721,1,97
4086,12.2,1,179
4087,11.62,1,116
4088,11.573,0,189
4089,10.753,0,34
4090,10.977,1,81
4091,11.174,0,183
4092,10.187,0,49
4093,11.171,1,81
4094,10.65,0,33
4095,11.116,1,167
4096,11.039,1,195
4097,11.572,1,137
4098,11.459,1,171
4099,10.967,0,28
4100,11.079,1,79
4101,10.703,0,46
4102,10.975,0,105
4103,11.308,0,161
4104,10.273,0,11
4105,11.048,1,113
4106,10.841,0,84
4107,11.667,1,186
4108,11.776,0,170
4109,11.865,1,171
4110,11.195,1,68
4111,11.185,0,49
4112,11.157,1,34
4113,11.819,1,129
4114,10.616,0,50
4115,11.376,0,131
4116,11.009,1,42
4117,10.397,0,25
4118,11.12,0,66
4119,11.184,0,92
4120,10.163,0,3
4121,11.355,0,154
4122,10.472,0,65
4123,10.871,0,20
4124,10.977,1,21
4125,11.568,0,182
4126,11.017,1,165
4127,11.238,1,171
4128,10.284,0,27
4129,10.964,1,119
4130,10.911,0,3
4131,11.511,1,158
4132,11.193,0,112
4133,10.56,1,45
4134,10.228,0,14
4135,10.549,0,1
4136,10.591,0,3
4137,11.519,1,193
4138,11.401,0,83
4139,10.61,0,97
4140,11.164,0,121
4141,10.787,0,52
4142,10.719,0,94
4143,10.539,0,29
4144,10.814,1,140
4145,11.032,1,3
4146,11.461,1,74
4147,10.909,1,21
4148,10.9,1,44
4149,11.696,1,159
4150,11.152,1,71
4151,10.973,0,116
4152,11.153,0,80
4153,11.201,1,151
4154,11.463,1,170
4155,10.446,1,61
4156,10.802,0,40
4157,10.706,1,64
4158,11.361,0,45
4159,10.859,0,77
4160,10.791,1,99
4161,10.465,0,49
4162,11.105,0,66
4163,11.69,0,188
4164,11.873,0,165
4165,10.373,0,9
4166,11.059,1,135
4167,11.06,1,151
4168,11.504,1,128
4169,11.454,1,159
4170,12.01,1,146
4171,11.102,1,12
4172,11.588,0,178
4173,11.532,1,173
4174,10.859,0,118
4175,10.957,0,27
4176,10.687,0,48
4177,11.786,1,190
4178,11.713,1,147
4179,10.557,0,16
4180,10.897,1,162
4181,11.795,1,176
4182,9.9775,1,121
4183,10.952,0,140
4184,11.425,1,172
4185,10.927,0,43
4186,10.727,0,78
4187,10.887,1,159
4188,10.835,0,121
4189,11.123,0,29
4190,11.149,1,87
4191,10.568,0,87
4192,10.728,0,106
4193,11.206,1,98
4194,11.403,1,99
4195,10.814,0,171
4196,11.653,1,199
4197,11.476,0,141
4198,10.819,0,34
4199,10.865,0,111
4200,11.34,1,148
4201,10.319,1,33
4202,11.066,0,127
4203,10.395,1,4
4204,10.258,0,5
4205,11.333,1,87
4206,11.041,0,148
4207,11.974,0,62
4208,10.523,1,121
4209,11.463,0,71
4210,10.809,0,56
4211,11.53,0,135
4212,11.539,0,196
4213,11.426,0,132
4214,10.869,0,20
4215,11.302,1,154
4216,11.459,0,30
4217,11.111,1,55
4218,11.134,0,106
4219,10.438,1,54
4220,11.538,1,200
4221,11.424,1,193
4222,11.325,0,168
4223,11.388,0,120
4224,11.574,1,102
4225,11.205,1,64
4226,11.872,1,160
4227,10.507,0,96
4228,10.761,1,60
4229,11.083,1,135
4230,10.927,1,164
4231,10.774,0,166
4232,10.538,0,18
4233,11.199,0,54
4234,11.443,0,76
4235,11.622,0,140
4236,10.775,0,92
4237,10.231,1,56
4238,11.797,1,193
4239,10.779,1,106
4240,12.054,0,148
4241,10.363,1,41
4242,10.771,1,74
4243,10.628,1,36
4244,10.232,0,21
4245,10.934,0,66
4246,11.676,0,185
4247,11.885,0,144
4248,10.919,1,100
4249,10.759,0,18
4250,10.812,0,62
4251,10.639,0,152
4252,11.98,1,135
4253,11.577,1,191
4254,11.067,1,55
4255,11.84,1,170
4256,11.099,1,124
4257,11.241,0,138
4258,10.774,1,38
4259,10.986,0,51
4260,11.379,1,187
4261,11.015,0,115
4262,11.105,0,2
4263,11.272,1,188
4264,11.214,0,157
4265,11.473,1,102
4266,10.803,0,171
4267,10.841,1,5
4268,10.611,1,51
4269,11.426,1,147
4270,11.659,1,199
4271,10.779,0,35
4272,10.844,1,70
4273,10.573,1,157
4274,11.264,0,98
4275,12.119,1,179
4276,11.768,1,199
4277,11.905,1,137
4278,11.348,1,165
4279,11.533,1,185
4280,10.955,0,105
4281,12.37,0,125
4282,11.493,0,106
4283,12.577,1,179
4284,11.079,1,172
4285,11.099,1,64
4286,11.542,0,159
4287,10.765,1,66
4288,11.36,0,166
4289,10.843,1,138
4290,10.41,0,26
4291,11.047,0,28
4292,10.915,0,100
4293,11.346,0,107
4294,10.727,0,35
4295,11.569,1,181
4296,10.809,0,83
4297,11.055,0,118
4298,11.203,1,164
4299,10.209,1,23
4300,11.321,0,150
4301,11.36,0,95
4302,11.408,1,153
4303,11.115,1,39
4304,11.695,0,163
4305,11.137,1,131
4306,11.116,0,53
4307,10.39,0,10
4308,10.963,1,65
4309,10.056,0,114
4310,11.007,0,15
4311,10.697,1,14
4312,11.373,0,200
4313,10.738,0,85
4314,10.592,1,73
4315,10.905,1,5
4316,10.172,0,39
4317,11.91,1,191
4318,11.626,1,156
4319,11.099,1,106
4320,11.569,1,172
4321,10.163,0,19
4322,11.486,1,153
4323,10.84,0,7
4324,11.371,0,3
4325,10.406,0,112
4326,11.917,0,111
4327,10.6,0,59
4328,10.804,1,81
4329,11.089,0,10
4330,11.157,0,13
4331,11.101,1,64
4332,11.081,0,142
4333,10.52,0,7
4334,10.875,0,1
4335,10.749,0,32
4336,11.463,1,76
4337,11.003,0,73
4338,11.149,0,185
4339,10.555,0,64
4340,11.94,0,186
4341,10.686,0,57
4342,12.458,1,192
4343,10.953,1,14
4344,11.498,0,79
4345,10.457,0,14
4346,10.531,0,92
4347,11.232,0,75
4348,10.585,0,52
4349,11.08,0,151
4350,10.438,0,69
4351,11.623,1,171
4352,10.459,0,31
4353,10.561,1,101
4354,10.77,1,36
4355,11.472,1,143
4356,11.099,0,81
4357,10.463,1,33
4358,11.353,0,71
4359,12.159,1,179
4360,10.943,0,96
4361,11.774,1,181
4362,11.176,1,57
4363,12.344,1,195
4364,11.034,0,155
4365,11.193,0,149
4366,10.744,0,149
4367,10.374,1,20
4368,11.003,0,94
4369,12.462,1,161
4370,11.144,0,153
4371,11.026,0,36
4372,10.444,0,39
4373,11.149,1,64
4374,11.409,1,132
4375,11.531,1,190
4376,11.804,1,185
4377,10.223,0,8
4378,11.554,0,146
4379,12.267,1,186
4380,10.617,1,4
4381,10.982,1,78
4382,10.729,0,61
4383,11.483,1,147
4384,10.723,0,30
4385,11.763,0,150
4386,11.164,1,35
4387,11.209,0,59
4388,11.662,0,191
4389,10.316,1,10
4390,11.509,1,140
4391,10.62,0,71
4392,11.61,1,174
4393,11.934,1,123
4394,10.882,0,52
4395,11.93,1,84
4396,11.075,0,71
4397,11.21,1,109
4398,11.38,1,154
4399,11.489,0,168
4400,11.053,0,106
4401,11.082,1,149
4402,10.766,0,127
4403,11.681,1,185
4404,11.015,0,166
4405,11.821,0,172
4406,11.402,0,150
4407,11.716,0,134
4408,11.558,1,145
4409,10.487,0,35
4410,11.226,1,78
4411,10.254,0,32
4412,11.434,1,174
4413,11.19,1,122
4414,11.252,1,198
4415,11.003,1,134
4416,11.411,1,190
4417,11.398,0,159
4418,11.087,0,58
4419,10.887,0,104
4420,10.588,0,31
4421,10.476,0,20
4422,10.473,0,83
4423,10.803,0,104
4424,11.602,1,118
4425,10.877,0,117
4426,10.617,0,16
4427,9.9885,0,29
4428,11.298,1,138
4429,11.322,1,96
4430,11.119,0,49
4431,10.912,0,131
4432,11.519,0,125
4433,12.017,1,194
4434,10.937,0,30
4435,10.969,1,44
4436,10.219,1,20
4437,10.974,0,193
4438,11.617,0,134
4439,11.273,0,139
4440,10.831,1,56
4441,10.582,0,2
4442,11.264,0,175
4443,11.077,0,67
4444,11.502,0,157
4445,10.365,0,141
4446,10.749,0,59
4447,11.952,1,127
4448,11.523,1,173
4449,10.37,0,89
4450,12.103,0,199
4451,11.017,0,95
4452,10.465,1,7
4453,11.399,0,133
4454,11.329,0,160
4455,11.391,0,155
4456,10.985,1,17
4457,11.239,0,176
4458,11.121,0,170
4459,11.532,0,114
4460,10.543,0,5
4461,10.737,0,38
4462,10.595,1,64
4463,11.163,0,4
4464,10.962,1,146
4465,11.373,0,65
4466,11.832,1,182
4467,11.274,0,56
4468,10.796,0,101
4469,9.958,0,14
4470,10.092,0,18
4471,11.428,1,173
4472,11.27,0,189
4473,11.649,1,198
4474,11.963,1,178
4475,10.405,0,11
4476,12.457,1,190
4477,11.001,0,112
4478,10.644,1,32
4479,11.706,1,148
4480,10.884,0,23
4481,10.775,0,7
4482,11.813,0,160
4483,10.781,1,30
4484,10.863,0,84
4485,11.224,1,154
4486,10.504,0,29
4487,11.124,1,164
4488,11.389,0,128
4489,11.118,1,125
4490,11.118,1,54
4491,11.707,1,99
4492,11.877,0,162
4493,11.114,0,78
4494,10.837,1,107
4495,10.456,0,18
4496,11.447,1,125
4497,10.886,0,71
4498,11.493,0,127
4499,11.999,0,185
4500,10.785,0,120
4501,11.047,1,147
4502,12.299,1,167
4503,11.305,0,73
4504,10.64,0,18
4505,12.208,1,158
4506,12.056,1,179
4507,10.697,0,119
4508,11.614,0,187
4509,11.414,1,166
4510,11.429,1,156
4511,11.042,0,52
4512,10.894,1,94
4513,11.605,0,152
4514,10.316,0,35
4515,10.299,0,36
4516,10.624,0,21
4517,11.759,0,156
4518,10.638,0,118
4519,11.498,1,96
4520,10.593,1,4
4521,10.911,1,72
4522,11.917,0,191
4523,11.959,0,152
4524,10.067,0,11
4525,11.203,0,175
4526,11.95,1,164
4527,10.62,1,15
4528,10.132,0,28
4529,10.754,0,119
4530,11.065,0,102
4531,9.9043,1,69
4532,10.485,1,36
4533,10.648,0,20
4534,10.722,0,31
4535,11.646,1,173
4536,11.222,0,170
4537,11.363,1,19
4538,10.612,1,7
4539,12.008,0,197
4540,10.997,1,86
4541,11.569,0,150
4542,11.509,0,102
4543,9.9633,0,37
4544,11.812,1,136
4545,10.501,1,81
4546,10.734,1,31
4547,11.086,0,5
4548,10.168,1,21
4549,10.601,1,19
4550,11.824,0,11
4551,11.472,1,175
4552,11.687,1,194
4553,11.455,1,81
4554,10.21,0,69
4555,11.078,0,57
4556,11.907,1,149
4557,10.452,0,66
4558,11.89,1,199
4559,11.61,1,103
4560,11.967,0,157
4561,11.04,1,93
4562,11.673,0,136
4563,11.43,1,169
4564,10.813,0,57
4565,12.135,0,161
4566,10.826,1,184
4567,10.847,1,23
4568,11.06,1,168
4569,11.361,0,174
4570,11.283,0,137
4571,11.015,0,125
4572,11.963,0,178
4573,10.727,1,61
4574,11.038,1,94
4575,11.17,0,95
4576,10.761,0,11
4577,10.75,0,117
4578,10.973,0,43
4579,11.45,1,90
4580,10.517,0,69
4581,11.127,1,138
4582,11.049,1,120
4583,10.102,0,35
4584,11.782,1,148
4585,10.928,0,14
4586,11.393,1,94
4587,10.574,1,66
4588,11.457,1,107
4589,11.539,0,112
4590,10.813,1,25
4591,10.868,1,107
4592,10.381,1,16
4593,11.533,1,199
4594,11.627,1,62
4595,10.85,0,59
4596,11.84,0,118
4597,11.008,0,151
4598,11.955,1,122
4599,11.25,0,98
4600,10.603,1,27
4601,10.446,0,12
4602,10.783,0,24
4603,11.72,1,183
4604,10.755,1,119
4605,10.542,1,36
4606,11.467,0,79
4607,10.482,0,46
4608,10.7,0,119
4609,10.742,0,97
4610,11.563,1,161
4611,10.751,1,46
4612,11.203,0,71
4613,11.355,0,29
4614,11.133,0,130
4615,10.517,1,84
4616,10.807,1,30
4617,11.596,0,198
4618,10.101,1,7
4619,12.652,1,172
4620,10.295,0,37
4621,10.871,0,31
4622,11.429,1,146
4623,11.062,0,25
4624,11.343,1,121
4625,10.563,0,1
4626,11.211,1,95
4627,10.481,0,53
4628,10.712,0,62
4629,11.652,1,165
4630,10.784,0,61
4631,11.113,0,159
4632,10.162,0,4
4633,11.637,1,169
4634,10.842,0,47
4635,10.639,1,12
4636,10.564,1,86
4637,11.223,0,51
4638,11.105,0,133
4639,10.728,0,3
4640,11.102,1,107
4641,11.121,1,11
4642,10.569,0,34
4643,11.385,1,147
4644,11.314,1,166
4645,11.139,0,151
4646,11.658,0,143
4647,11.767,1,185
4648,11.738,1,120
4649,10.914,0,23
4650,11.26,1,95
4651,12.235,0,172
4652,11.843,1,180
4653,11.153,0,178
4654,10.775,1,3
4655,11.562,1,187
4656,12.25,0,167
4657,11.791,1,188
4658,10.997,0,106
4659,11.726,0,175
4660,10.515,0,47
4661,11.355,1,110
4662,10.347,1,13
4663,11.166,0,163
4664,11.182,1,37
4665,12.017,1,173
4666,10.972,0,66
4667,11.814,0,170
4668,10.786,0,24
4669,10.207,0,12
4670,11.217,0,93
4671,11.106,1,50
4672,12.356,1,196
4673,11.229,0,87
4674,10.453,0,47
4675,11.061,0,129
4676,11.07,0,136
4677,11.027,1,32
4678,11.017,1,76
4679,10.852,0,32
4680,11.391,1,145
4681,10.811,0,37
4682,11.186,1,168
4683,11.302,1,162
4684,11.233,1,118
4685,11.866,1,184
4686,11.398,1,82
4687,10.965,1,64
4688,10.919,1,97
4689,10.848,1,134
4690,11.28,0,131
4691,11.773,0,76
4692,11.373,1,133
4693,12.649,1,188
4694,10.353,0,80
4695,10.895,0,105
4696,11.393,1,191
4697,11.01,1,106
4698,11.129,1,59
4699,10.829,1,121
4700,10.958,0,101
4701,10.844,1,13
4702,12.107,1,162
4703,11.235,1,176
4704,12.158,1,175
4705,11.501,1,99
4706,11.11,1,103
4707,11.355,1,200
4708,10.15,0,93
4709,10.767,0,149
4710,10.689,1,102
4711,10.854,0,32
4712,10.308,0,18
4713,11.136,0,76
4714,10.908,0,85
4715,11.72,1,143
4716,10.659,1,151
4717,11.262,0,84
4718,11.72,1,182
4719,10.556,0,6
4720,11.956,1,198
4721,11.306,1,165
4722,10.666,1,111
4723,11.21,1,41
4724,11.149,1,105
4725,10.866,0,5
4726,11.345,1,119
4727,10.106,1,36
4728,10.816,0,68
4729,10.705,0,37
4730,10.986,0,22
4731,11.245,0,125
4732,10.5,0,11
4733,10.753,0,72
4734,10.276,0,50
4735,10.818,1,78
4736,10.637,0,38
4737,10.152,1,62
4738,10.78,1,95
4739,11.745,1,197
4740,10.832,1,59
4741,10.967,0,63
4742,11.015,0,85
4743,9.7938,0,45
4744,10.449,0,6
4745,11.711,0,190
4746,10.707,0,10
4747,11.343,1,191
4748,10.411,1,50
4749,12.334,1,187
4750,10.633,0,48
4751,10.878,0,48
4752,10.842,1,95
4753,11.523,0,160
4754,11.3,1,100
4755,11.305,1,151
4756,10.963,1,82
4757,10.165,0,8
4758,10.97,1,8
4759,10.896,1,77
4760,11.613,1,107
4761,10.523,0,51
4762,10.628,1,23
4763,10.445,1,130
4764,10.926,0,18
4765,11.462,1,59
4766,11.06,0,130
4767,11.29,1,160
4768,11.802,1,147
4769,10.687,1,59
4770,10.182,1,28
4771,10.516,1,65
4772,10.606,0,34
4773,11.363,1,73
4774,10.805,0,78
4775,10.366,0,65
4776,10.837,1,70
4777,10.184,1,13
4778,12.078,1,175
4779,10.822,0,96
4780,12.229,1,125
4781,11.056,1,128
4782,10.942,1,26
4783,10.297,0,3
4784,10.684,1,69
4785,10.603,1,134
4786,11.588,1,137
4787,11.397,1,178
4788,11.823,1,166
4789,10.739,1,82
4790,11.284,1,80
4791,11.037,0,30
4792,10.682,1,16
4793,10.885,0,10
4794,11.227,1,75
4795,10.261,0,2
4796,12.274,0,185
4797,10.679,0,50
4798,10.315,1,12
4799,10.94,0,15
4800,11.373,1,141
4801,11.172,0,97
4802,11.477,1,189
4803,11.136,0,86
4804,11.214,0,60
4805,10.982,0,16
4806,10.319,1,26
4807,10.691,1,103
4808,10.612,0,79
4809,11.493,1,191
4810,11.616,0,106
4811,11.185,0,107
4812,11.242,0,19
4813,11.809,1,125
4814,11.525,0,60
4815,11.034,1,185
4816,10.178,0,104
4817,10.929,0,65
4818,11.266,1,136
4819,11.226,0,124
4820,11.232,1,175
4821,11.135,1,146
4822,10.153,1,65
4823,12.037,1,143
4824,10.904,0,78
4825,11.402,0,98
4826,10.87,1,60
4827,10.724,0,68
4828,11.515,1,82
4829,11.538,1,179
4830,11.427,0,32
4831,10.68,1,76
4832,10.589,0,9
4833,11.567,1,198
4834,10.547,1,55
4835,10.945,0,95
4836,11.548,1,132
4837,11.248,0,115
4838,11.461,1,153
4839,10.781,0,85
4840,11.497,1,176
4841,10.748,0,14
4842,10.649,1,94
4843,10.214,0,130
4844,10.201,1,30
4845,10.538,0,11
4846,10.19,0,37
4847,11.561,1,144
4848,10.933,1,31
4849,10.782,0,94
4850,11.219,1,58
4851,10.39,1,67
4852,11.299,0,69
4853,10.753,0,23
4854,10.34,0,118
4855,11.948,1,145
4856,10.652,0,4
4857,11.206,0,104
4858,11.605,1,151
4859,11.137,1,77
4860,11.735,0,200
4861,10.961,0,23
4862,10.896,0,123
4863,11.093,0,99
4864,10.066,1,31
4865,10.328,1,90
4866,10.936,1,53
4867,11.528,1,73
4868,11.074,1,122
4869,11.611,1,123
4870,11.905,1,129
4871,11.197,0,54
4872,10.711,1,51
4873,11.591,0,137
4874,11.01,1,13
4875,11.397,0,162
4876,11.57,0,200
4877,11.447,1,189
4878,11.346,0,184
4879,10.063,0,49
4880,12.015,1,141
4881,11.094,0,81
4882,11.297,0,148
4883,10.136,0,36
4884,11.068,1,150
4885,10.747,0,73
4886,12.088,0,186
4887,11.045,0,52
4888,10.34,1,77
4889,11.169,0,42
4890,10.519,0,95
4891,10.452,0,7
4892,11.615,1,195
4893,11.972,1,196
4894,11.078,0,92
4895,10.235,0,70
4896,11.752,1,119
4897,11.441,0,95
4898,11.128,0,24
4899,11.261,1,130
4900,9.8661,1,41
4901,11.265,1,136
4902,11.519,0,172
4903,11.061,0,78
4904,11.253,1,171
4905,11.628,1,151
4906,11.019,1,178
4907,10.382,0,33
4908,10.304,0,91
4909,11.064,0,48
4910,10.913,1,162
4911,10.433,1,74
4912,11.058,1,74
4913,11.002,0,79
4914,11.121,0,60
4915,11.889,0,193
4916,11.376,0,113
4917,10.732,1,98
4918,11.169,1,29
4919,11.02,0,8
4920,10.971,1,147
4921,11.322,0,123
4922,11.25,1,119
4923,11.079,0,143
4924,10.732,0,31
4925,11.389,1,200
4926,10.983,1,132
4927,11.036,1,162
4928,11.05,1,166
4929,11.63,0,197
4930,11.142,1,39
4931,10.692,0,20
4932,10.683,0,65
4933,11.868,1,154
4934,11.915,0,134
4935,10.562,1,91
4936,10.638,0,68
4937,11.327,0,137
4938,12.381,1,195
4939,11.673,1,129
4940,11.767,0,163
4941,10.694,1,50
4942,12.024,1,178
4943,11.559,0,114
4944,11.286,1,112
4945,11.557,0,166
4946,10.699,0,5
4947,11.599,0,78
4948,10.947,0,136
4949,11.402,1,183
4950,10.735,1,67
4951,11.799,0,159
4952,10.15,0,51
4953,11.06,0,176
4954,10.391,1,6
4955,11.636,1,148
4956,11.196,1,138
4957,12.152,1,124
4958,11.348,1,114
4959,11.199,1,99
4960,10.954,1,17
4961,11.739,0,134
4962,10.882,0,37
4963,11.261,0,65
4964,10.546,1,40
4965,11.475,1,180
4966,11.697,1,198
4967,11.37,0,90
4968,11.958,1,148
4969,10.788,1,96
4970,10.641,1,29
4971,10.705,0,8
4972,10.915,0,117
4973,10.912,0,46
4974,11.223,1,197
4975,10.824,1,2
4976,11.974,0,171
4977,11.324,0,153
4978,11.518,1,198
4979,10.891,1,114
4980,11.969,1,141
4981,10.811,1,139
4982,12.721,1,189
4983,11.402,0,177
4984,11.211,1,98
4985,10.928,0,57
4986,10.964,1,115
4987,11.44,1,157
4988,10.807,1,135
4989,10.691,1,138
4990,11.596,0,157
4991,10.71,0,8
4992,11.6,1,140
4993,11.025,1,72
4994,11.659,1,135
4995,10.712,1,55
4996,11.322,0,106
4997,11.084,1,74
4998,11.549,0,167
4999,11.301,1,183
5000,11.262,0,106
5001,10.19,1,17
5002,11.234,1,101
5003,10.883,0,89
5004,11.576,1,67
5005,11.286,0,166
5006,11.319,1,194
5007,11.783,0,175
5008,11.223,1,112
5009,11.071,0,131
5010,11.32,1,171
5011,11.671,1,176
5012,11.032,1,75
5013,10.985,0,44
5014,10.568,0,10
5015,10.056,0,19
5016,11.272,1,82
5017,11.487,0,183
5018,12.554,1,196
5019,10.502,0,9
5020,11.316,0,103
5021,11.388,0,183
5022,10.998,0,37
5023,10.859,0,150
5024,12.011,1,181
5025,12.124,1,185
5026,10.484,1,61
5027,11.361,1,193
5028,11.346,0,178
5029,12.326,0,156
5030,11.885,1,149
5031,10.936,1,37
5032,12.085,1,188
5033,10.572,0,1
5034,10.226,1,8
5035,10.815,1,96
5036,10.475,1,40
5037,11.252,1,110
5038,11.763,0,140
5039,12.163,1,191
5040,11.96,0,178
5041,9.9021,0,24
5042,10.811,1,8
5043,10.852,0,3
5044,11.083,0,14
5045,11.414,1,169
5046,11.552,0,138
5047,11.088,0,161
5048,10.988,1,88
5049,11.911,1,155
5050,10.826,0,52
5051,10.775,1,15
5052,10.677,0,79
5053,10.874,0,100
5054,10.917,0,44
5055,12.071,1,121
5056,10.661,1,100
5057,11.669,0,136
5058,11.18,0,130
5059,10.87,0,38
5060,10.72,1,22
5061,11.611,1,195
5062,11.914,1,198
5063,10.622,0,86
5064,11.615,0,199
5065,10.631,0,43
5066,11.529,1,173
5067,11.147,0,71
5068,10.851,0,107
5069,12.575,1,179
5070,10.801,0,109
5071,10.802,1,91
5072,10.439,0,1
5073,10.86,1,163
5074,11.126,0,131
5075,11.261,1,1
5076,10.716,0,18
5077,10.907,1,22
5078,11.186,0,16
5079,11.008,0,70
5080,11.549,1,190
5081,11.358,1,81
5082,11.214,0,185
5083,12.04,1,194
5084,10.475,0,43
5085,10.535,1,49
5086,10.635,0,48
5087,11.044,1,164
5088,10.334,1,66
5089,11.282,1,119
5090,11.126,0,140
5091,11.111,1,78
5092,11.15,1,91
5093,9.9541,0,35
5094,10.608,0,67
5095,10.403,0,99
5096,11.191,0,96
5097,11.823,0,153
5098,11.138,0,166
5099,10.36,0,8
5100,11.57,1,188
5101,10.115,1,49
5102,10.82,1,138
5103,10.369,1,14
5104,10.809,0,77
5105,12.173,1,194
5106,10.702,1,7
5107,11.247,1,45
5108,11.093,1,115
5109,12.046,1,177
5110,11.03,0,88
5111,10.5,1,71
5112,10.172,0,2
5113,10.699,1,96
5114,10.736,0,53
5115,9.8416,0,11
5116,10.815,0,40
5117,11.602,1,198
5118,10.8,1,109
5119,11.352,1,88
5120,11.369,1,187
5121,11.916,1,184
5122,11.173,0,95
5123,10.063,1,69
5124,11.222,1,134
5125,11.37,1,184
5126,12.084,1,191
5127,11.293,1,130
5128,11.56,1,153
5129,12.07,1,175
5130,11.285,1,94
5131,11.239,1,148
5132,11.422,0,171
5133,11.099,0,50
5134,10.31,1,109
5135,10.873,1,180
5136,11.327,0,159
5137,11.5,0,143
5138,11.81,1,135
5139,11.601,1,159
5140,10.793,0,2
5141,11.268,0,94
5142,10.596,1,7
5143,11.048,0,94
5144,11.637,0,67
5145,11.685,1,149
5146,10.609,0,39
5147,11.123,0,101
5148,11.245,0,99
5149,10.776,0,79
5150,11.049,1,43
5151,12.369,1,189
5152,10.936,1,9
5153,10.852,0,15
5154,11.404,1,145
5155,11.049,1,120
5156,10.983,1,94
5157,10.574,0,31
5158,11.131,1,174
5159,10.476,1,80
5160,12.137,1,174
5161,10.088,0,53
5162,11.049,1,162
5163,11.81,0,200
5164,11.421,1,140
5165,12.914,1,197
5166,10.775,1,88
5167,11.245,1,56
5168,10.663,1,61
